Position(bp)  Rate(cM/Mb)     Map(cM)
   110291208     0.335308  110.449661
   110291533     0.474557  110.449770
   110293563     0.406153  110.450733
   110293710     0.343061  110.450793
   110293811     0.287731  110.450828
   110295427     0.264349  110.451293
   110296238     0.248860  110.451507
   110297273     0.247514  110.451765
   110297310     0.246854  110.451774
   110297826     0.246651  110.451901
   110298454     0.246509  110.452056
   110299007     0.246486  110.452192
   110299603     0.270081  110.452339
   110300659     0.270068  110.452625
   110300838     0.270078  110.452673
   110302306     0.270060  110.453069
   110303872     0.270063  110.453492
   110304650     0.270059  110.453702
   110305046     0.270066  110.453809
   110305840     0.185146  110.454024
   110306217     0.185146  110.454094
   110307659     0.185150  110.454361
   110307742     0.185150  110.454376
   110319933     0.185165  110.456633
   110320506     0.185224  110.456739
   110321877     0.181110  110.456993
   110324989     0.217113  110.457557
   110326047     0.216392  110.457786
   110327633     0.543078  110.458130
   110331662     0.469033  110.460318
   110332269     0.342564  110.460602
   110333634     0.194958  110.461070
   110337384     0.192233  110.461801
   110339676     0.192258  110.462242
   110342316     0.275282  110.462749
   110342320     0.360153  110.462750
   110342594     0.404794  110.462849
   110346014     0.389887  110.464233
   110347477     0.389160  110.464804
   110348655     0.389160  110.465262
   110349079     0.402666  110.465427
   110349837     0.184416  110.465733
   110350715     0.179639  110.465894
   110353141     0.227856  110.466330
   110353352     0.523799  110.466378
   110355193     0.285174  110.467343
   110355791     0.171698  110.467513
   110356074     0.167878  110.467562
   110356517     0.167878  110.467636
   110356816     0.167877  110.467686
   110358301     0.167877  110.467936
   110358456     0.167877  110.467962
   110358564     0.167877  110.467980
   110358635     0.167877  110.467992
   110359070     0.167877  110.468065
   110359258     0.167878  110.468096
   110360631     0.167878  110.468327
   110361246     0.167878  110.468430
   110361496     0.167878  110.468472
   110361509     0.167878  110.468474
   110361790     0.167966  110.468521
   110362469     0.175864  110.468635
   110362627     0.197731  110.468663
   110363574     0.340134  110.468850
   110364466     0.340134  110.469154
   110364558     0.340134  110.469185
   110365779     0.342334  110.469600
   110366760     0.342334  110.469936
   110368657     0.340717  110.470586
   110368829     0.339388  110.470644
   110371452     0.336911  110.471534
   110373726     0.337747  110.472301
   110375275     0.340537  110.472824
   110375608     0.340537  110.472937
   110376335     0.341226  110.473185
   110376520     0.383595  110.473248
   110376661     0.333517  110.473302
   110376925     0.326034  110.473390
   110377431     0.314912  110.473555
   110379807     0.310942  110.474303
   110380340     0.308988  110.474469
   110381819     0.308988  110.474926
   110386188     0.272139  110.476276
   110386620     0.272139  110.476393
   110386869     0.232569  110.476461
   110394129     0.231998  110.478150
   110394487     0.231771  110.478233
   110394831     0.232672  110.478312
   110395354     0.238306  110.478434
   110395579     0.257693  110.478488
   110395612     0.283828  110.478496
   110396927     0.216091  110.478870
   110398449     0.205184  110.479198
   110400647     0.197047  110.479649
   110401295     0.193387  110.479777
   110402976     0.193184  110.480102
   110405884     0.193271  110.480664
   110405985     0.193362  110.480683
   110408185     0.299851  110.481109
   110408251     0.535449  110.481129
   110413450    11.686964  110.483912
   110413696    11.781861  110.486787
   110415532     0.335520  110.508419
   110415739     0.287161  110.508488
   110416548     0.287105  110.508721
   110416557     0.287222  110.508723
   110417012     0.288664  110.508854
   110417059     0.290777  110.508868
   110417503     0.293476  110.508997
   110418371     0.312594  110.509251
   110419332     0.397024  110.509552
   110420480     0.451155  110.510008
   110420856     0.466528  110.510177
   110421231     0.370944  110.510352
   110421441     0.306475  110.510430
   110424263     0.300654  110.511295
   110424305     0.292429  110.511308
   110426086     0.285871  110.511828
   110426903     0.904431  110.512062
   110426957     1.898444  110.512111
   110430483     1.895424  110.518805
   110431331     1.893514  110.520412
   110439479     1.893597  110.535840
   110443540     1.893324  110.543530
   110453227     1.900145  110.561871
   110458158     1.900067  110.571240
   110459827     0.269881  110.574412
   110459955     0.273569  110.574446
   110463502     0.276798  110.575417
   110466936     0.219044  110.576367
   110469655     0.219028  110.576963
   110472109     0.219028  110.577500
   110476429     0.180478  110.578446
   110477999     0.177517  110.578730
   110480457     0.177481  110.579166
   110480460     0.177357  110.579167
   110489520     0.177357  110.580773
   110490491     0.177348  110.580946
   110494017     0.177346  110.581571
   110494841     0.177346  110.581717
   110495838     0.177169  110.581894
   110497414     0.177175  110.582173
   110498426     0.179028  110.582352
   110499012     0.246830  110.582457
   110500454     3.708673  110.582813
   110500583     4.022330  110.583292
   110502107     0.229093  110.589422
   110503984     0.229043  110.589852
   110504282     0.231283  110.589920
   110504356     0.231103  110.589937
   110505780     0.230897  110.590266
   110506690     0.236079  110.590476
   110511475     0.261349  110.591606
   110512005     0.283366  110.591745
   110515681     0.285385  110.592786
   110519625     0.289172  110.593912
   110524595     0.289455  110.595349
   110526044     1.133434  110.595768
   110527135     1.164205  110.597005
   110529904     0.438902  110.600229
   110530571     0.342837  110.600521
   110530941     0.318636  110.600648
   110531731     0.317505  110.600900
   110536563     0.317646  110.602434
   110540503     0.325314  110.603686
   110542267     0.325824  110.604259
   110550474     0.331891  110.606934
   110554835     0.331824  110.608381
   110555735     0.328422  110.608680
   110557070     0.330929  110.609118
   110575736     0.322042  110.615295
   110575995     0.321891  110.615379
   110578080     0.315954  110.616050
   110581365     0.312381  110.617088
   110581554     0.308728  110.617147
   110592997     0.308656  110.620679
   110598265     0.308696  110.622305
   110598424     0.308704  110.622354
   110611921     0.318353  110.626521
   110615969     0.318430  110.627810
   110620035     0.364073  110.629104
   110621812     0.364068  110.629751
   110626112     0.408723  110.631317
   110627133     0.448930  110.631734
   110632488     0.449043  110.634138
   110636510     0.449182  110.635944
   110645778     0.607680  110.640107
   110647912     0.620729  110.641404
   110647939     0.631247  110.641421
   110649855     0.638167  110.642630
   110651102     0.633756  110.643426
   110652377     0.635496  110.644234
   110655636     0.643727  110.646305
   110656508     0.611981  110.646867
   110661151     0.605597  110.649708
   110669244     0.605355  110.654609
   110674711     0.601888  110.657919
   110685534     0.604014  110.664433
   110688688     0.947459  110.666338
   110688872     1.298637  110.666512
   110691044     0.414514  110.669333
   110695248     0.414514  110.671075
   110696361     0.414514  110.671537
   110696661     0.414514  110.671661
   110700915     0.425030  110.673425
   110701468     0.442788  110.673660
   110701677     0.459613  110.673752
   110701829     0.473546  110.673822
   110708703     0.473444  110.677077
   110709540     0.473607  110.677473
   110709714     0.476152  110.677556
   110710071     0.476168  110.677726
   110711278     0.472445  110.678301
   110720029     0.410026  110.682435
   110724049     0.409962  110.684083
   110726064     0.409962  110.684909
   110731688     0.409962  110.687215
   110733009     0.409962  110.687756
   110738080     0.409962  110.689835
   110738270     0.409962  110.689913
   110740087     0.409962  110.690658
   110740532     0.409962  110.690841
   110741817     0.409962  110.691367
   110744195     0.409962  110.692342
   110745161     0.409962  110.692738
   110746553     0.409962  110.693309
   110748483     0.409962  110.694100
   110751006     0.411011  110.695135
   110753913     0.612178  110.696329
   110757014     0.409969  110.698228
   110759548     0.409969  110.699267
   110761219     0.409969  110.699952
   110763950     0.409969  110.701071
   110764019     0.409969  110.701100
   110765810     0.409969  110.701834
   110766594     0.409969  110.702155
   110767125     0.409969  110.702373
   110771881     0.409969  110.704323
   110772081     0.409969  110.704405
   110776820     0.409969  110.706348
   110785403     1.773873  110.709866
   110798069     1.429793  110.732334
   110798988     0.439966  110.733648
   110804239     0.439902  110.735958
   110805640     0.440041  110.736575
   110806482     0.440041  110.736945
   110807097     0.440561  110.737216
   110808755     0.452802  110.737946
   110808979     0.482552  110.738048
   110809478     0.616843  110.738289
   110810574     0.944090  110.738965
   110811009     0.784852  110.739375
   110811952     0.471733  110.740115
   110812961     0.466590  110.740591
